<http://www.yso.fi/onto/yso/p19899>	Häme Castle
<http://www.yso.fi/onto/yso/p10201>	elegies
<http://www.yso.fi/onto/yso/p5614>	merchants
<http://www.yso.fi/onto/yso/p598>	properties of materials
<http://www.yso.fi/onto/yso/p29204>	Dhivehi language literature
<http://www.yso.fi/onto/yso/p29568>	Grand Teton National Park
<http://www.yso.fi/onto/yso/p181>	dance music
<http://www.yso.fi/onto/yso/p8186>	demographic data systems
<http://www.yso.fi/onto/yso/p20730>	Alcohol Use Disorders Identification Test
<http://www.yso.fi/onto/yso/p25440>	Roma culture
<http://www.yso.fi/onto/yso/p4918>	kindergarten teachers
<http://www.yso.fi/onto/yso/p109223>	Geneva
<http://www.yso.fi/onto/yso/p1629>	reliability (general)
<http://www.yso.fi/onto/yso/p28256>	Taju (arts events)
<http://www.yso.fi/onto/yso/p29322>	Faroese language literature
<http://www.yso.fi/onto/yso/p3230>	Romanies
<http://www.yso.fi/onto/yso/p118619>	Main road 18
<http://www.yso.fi/onto/yso/p30>	masking
<http://www.yso.fi/onto/yso/p6207>	young families
<http://www.yso.fi/onto/yso/p8850>	reference libraries
<http://www.yso.fi/onto/yso/p8799>	family background
<http://www.yso.fi/onto/yso/p19561>	wobblers (lures)
<http://www.yso.fi/onto/yso/p18705>	nuclear fission
<http://www.yso.fi/onto/yso/p12096>	naprapathy
<http://www.yso.fi/onto/yso/p28528>	Maxwell equations
<http://www.yso.fi/onto/yso/p21975>	Tettigoniidae
<http://www.yso.fi/onto/yso/p20402>	solvents
<http://www.yso.fi/onto/yso/p109885>	Harjunpäänjoki
<http://www.yso.fi/onto/yso/p3934>	foods
<http://www.yso.fi/onto/yso/p13865>	deposit insurance
<http://www.yso.fi/onto/yso/p18632>	physicists
<http://www.yso.fi/onto/yso/p23734>	conceptions of art
<http://www.yso.fi/onto/yso/p18480>	Kuhmo-talo
<http://www.yso.fi/onto/yso/p11752>	large families
<http://www.yso.fi/onto/yso/p1717>	acoustic environment
<http://www.yso.fi/onto/yso/p16461>	toothpastes
<http://www.yso.fi/onto/yso/p24509>	science communication
<http://www.yso.fi/onto/yso/p29762>	punk rock
<http://www.yso.fi/onto/yso/p15718>	kick sledding
<http://www.yso.fi/onto/yso/p20798>	steaks
<http://www.yso.fi/onto/yso/p20674>	brokers
<http://www.yso.fi/onto/yso/p6328>	psychometrics
<http://www.yso.fi/onto/yso/p17169>	increase of entertainment
<http://www.yso.fi/onto/yso/p14512>	Gruidae
<http://www.yso.fi/onto/yso/p1454>	credit institutions
<http://www.yso.fi/onto/yso/p18911>	potential theory
<http://www.yso.fi/onto/yso/p21070>	swamp football
<http://www.yso.fi/onto/yso/p28109>	internally displaced congregations
<http://www.yso.fi/onto/yso/p20343>	ancient philosophy
<http://www.yso.fi/onto/yso/p13101>	polydrug use
<http://www.yso.fi/onto/yso/p15558>	sea salt
<http://www.yso.fi/onto/yso/p958>	social receptions (events)
<http://www.yso.fi/onto/yso/p21656>	beadwork
<http://www.yso.fi/onto/yso/p27586>	co-drivers
<http://www.yso.fi/onto/yso/p19407>	reconnaissance satellites
<http://www.yso.fi/onto/yso/p4090>	strength of materials
<http://www.yso.fi/onto/yso/p5026>	odd-toed ungulates
<http://www.yso.fi/onto/yso/p16852>	brightness
<http://www.yso.fi/onto/yso/p17735>	vocational course centres
<http://www.yso.fi/onto/yso/p2461>	cognitive anthropology
<http://www.yso.fi/onto/yso/p20621>	monadology
<http://www.yso.fi/onto/yso/p26231>	Hvittorp
<http://www.yso.fi/onto/yso/p7639>	Finno-Ugrians
<http://www.yso.fi/onto/yso/p111117>	Wales
<http://www.yso.fi/onto/yso/p11450>	matriarchate
<http://www.yso.fi/onto/yso/p28688>	political realism
<http://www.yso.fi/onto/yso/p6492>	gouache
<http://www.yso.fi/onto/yso/p21214>	cyberbullying
<http://www.yso.fi/onto/yso/p17702>	Villinki manor
<http://www.yso.fi/onto/yso/p21405>	Elodea
<http://www.yso.fi/onto/yso/p18349>	VTLS
<http://www.yso.fi/onto/yso/p6079>	risk assessment
<http://www.yso.fi/onto/yso/p1384>	pulp and paper industry
<http://www.yso.fi/onto/yso/p7276>	Paradise
<http://www.yso.fi/onto/yso/p199503>	Pavia
<http://www.yso.fi/onto/yso/p28700>	Battle of Poitiers (1356)
<http://www.yso.fi/onto/yso/p105358>	Hinnerjoki
<http://www.yso.fi/onto/yso/p16586>	educational psychology
<http://www.yso.fi/onto/yso/p19502>	heat insulation
<http://www.yso.fi/onto/yso/p15170>	twin towns (municipalities)
<http://www.yso.fi/onto/yso/p16181>	pastoral examination
<http://www.yso.fi/onto/yso/p25048>	integration training for immigrants
<http://www.yso.fi/onto/yso/p105150>	Äetsä
<http://www.yso.fi/onto/yso/p23368>	class theories
<http://www.yso.fi/onto/yso/p27231>	taking into possession
<http://www.yso.fi/onto/yso/p7964>	kinetic art
<http://www.yso.fi/onto/yso/p15667>	military coups
<http://www.yso.fi/onto/yso/p28721>	neurodegenerative diseases
<http://www.yso.fi/onto/yso/p15991>	tsasounas
<http://www.yso.fi/onto/yso/p7903>	innovations
<http://www.yso.fi/onto/yso/p122224>	Päijätsalo
<http://www.yso.fi/onto/yso/p27997>	albedo
<http://www.yso.fi/onto/yso/p5055>	Odonata
<http://www.yso.fi/onto/yso/p213341>	Main road 15
<http://www.yso.fi/onto/yso/p11185>	concerts
<http://www.yso.fi/onto/yso/p7091>	telephone apparatuses
<http://www.yso.fi/onto/yso/p15158>	swing (music)
<http://www.yso.fi/onto/yso/p28689>	cold buffet managers
<http://www.yso.fi/onto/yso/p108246>	Frankfurt
<http://www.yso.fi/onto/yso/p107592>	Serbia
<http://www.yso.fi/onto/yso/p10448>	garden construction
<http://www.yso.fi/onto/yso/p4365>	scales (information)
<http://www.yso.fi/onto/yso/p7476>	road maintenance charges
<http://www.yso.fi/onto/yso/p112148>	East Asia
<http://www.yso.fi/onto/yso/p27489>	fungal proteins
<http://www.yso.fi/onto/yso/p105351>	Keminmaa
<http://www.yso.fi/onto/yso/p26073>	breaks
<http://www.yso.fi/onto/yso/p5550>	cross-country traffic
<http://www.yso.fi/onto/yso/p886>	forest regeneration
<http://www.yso.fi/onto/yso/p6729>	talent
<http://www.yso.fi/onto/yso/p27973>	Baka people
<http://www.yso.fi/onto/yso/p17170>	saws
<http://www.yso.fi/onto/yso/p14642>	biodynamic agriculture
<http://www.yso.fi/onto/yso/p108435>	Mellunkylä
<http://www.yso.fi/onto/yso/p28898>	Malayalam language
<http://www.yso.fi/onto/yso/p14957>	electric lamps
<http://www.yso.fi/onto/yso/p12924>	police academies
<http://www.yso.fi/onto/yso/p17303>	nemaline myopathy
<http://www.yso.fi/onto/yso/p15327>	youth
<http://www.yso.fi/onto/yso/p13221>	service production
<http://www.yso.fi/onto/yso/p1892>	refuse fuels
<http://www.yso.fi/onto/yso/p29413>	tourism research
<http://www.yso.fi/onto/yso/p940>	tax revenues
<http://www.yso.fi/onto/yso/p27385>	postliberal theology
<http://www.yso.fi/onto/yso/p8756>	polyphenols
<http://www.yso.fi/onto/yso/p13455>	countercultures
<http://www.yso.fi/onto/yso/p158729>	Fuengirola
<http://www.yso.fi/onto/yso/p22741>	Saxifragaceae
<http://www.yso.fi/onto/yso/p23511>	forest services
<http://www.yso.fi/onto/yso/p27434>	naproxen
<http://www.yso.fi/onto/yso/p10796>	lichens
<http://www.yso.fi/onto/yso/p11232>	eunuchs
<http://www.yso.fi/onto/yso/p18041>	Prolog
<http://www.yso.fi/onto/yso/p4037>	production animals
<http://www.yso.fi/onto/yso/p8846>	couscous
<http://www.yso.fi/onto/yso/p10399>	non-aggression pacts
<http://www.yso.fi/onto/yso/p959>	light machine guns
<http://www.yso.fi/onto/yso/p17533>	Swahili language
<http://www.yso.fi/onto/yso/p29828>	bluegrass
<http://www.yso.fi/onto/yso/p2786>	school libraries
<http://www.yso.fi/onto/yso/p26613>	glioblastoma
<http://www.yso.fi/onto/yso/p7204>	apocrypha
<http://www.yso.fi/onto/yso/p3536>	literary criticism
<http://www.yso.fi/onto/yso/p28557>	anthropology of art
<http://www.yso.fi/onto/yso/p13910>	lyre
<http://www.yso.fi/onto/yso/p17858>	Oulanka National Park
<http://www.yso.fi/onto/yso/p15812>	goat
<http://www.yso.fi/onto/yso/p29422>	decorin
<http://www.yso.fi/onto/yso/p107980>	Babylonia
<http://www.yso.fi/onto/yso/p4310>	RAFAELA system
<http://www.yso.fi/onto/yso/p18266>	motorcycling
<http://www.yso.fi/onto/yso/p9579>	chimney sweeping
<http://www.yso.fi/onto/yso/p16306>	becoming selected
<http://www.yso.fi/onto/yso/p19863>	disc jockeys
<http://www.yso.fi/onto/yso/p20313>	arrival
<http://www.yso.fi/onto/yso/p28637>	harmonisation of laws
<http://www.yso.fi/onto/yso/p7429>	Aegean culture
<http://www.yso.fi/onto/yso/p9314>	TeX
<http://www.yso.fi/onto/yso/p30034>	fanfares
<http://www.yso.fi/onto/yso/p9414>	addiction
<http://www.yso.fi/onto/yso/p12330>	carpenters (artisans)
<http://www.yso.fi/onto/yso/p5483>	trains
<http://www.yso.fi/onto/yso/p5518>	sex magazines
<http://www.yso.fi/onto/yso/p26081>	discourse theories
<http://www.yso.fi/onto/yso/p27542>	root cellars
<http://www.yso.fi/onto/yso/p8481>	secret societies
<http://www.yso.fi/onto/yso/p2630>	teaching and instruction
<http://www.yso.fi/onto/yso/p10243>	toccatas
<http://www.yso.fi/onto/yso/p29877>	television music
<http://www.yso.fi/onto/yso/p38101>	Battle of Lappeenranta
<http://www.yso.fi/onto/yso/p1831>	work satisfaction
<http://www.yso.fi/onto/yso/p4258>	economic efficiency
<http://www.yso.fi/onto/yso/p27016>	puppy farming
<http://www.yso.fi/onto/yso/p5549>	lack of safety
<http://www.yso.fi/onto/yso/p5580>	child soldiers
<http://www.yso.fi/onto/yso/p23619>	bone fractures
<http://www.yso.fi/onto/yso/p21177>	giant schnauzer
<http://www.yso.fi/onto/yso/p188406>	Orvieto
<http://www.yso.fi/onto/yso/p834>	Chordata
<http://www.yso.fi/onto/yso/p22249>	Microtus levis
<http://www.yso.fi/onto/yso/p17262>	masturbation
<http://www.yso.fi/onto/yso/p191533>	Ribe
<http://www.yso.fi/onto/yso/p25903>	distributed generation
<http://www.yso.fi/onto/yso/p28377>	Serbo-Croatian language literature
<http://www.yso.fi/onto/yso/p14818>	apparatus gymnastics
<http://www.yso.fi/onto/yso/p25014>	image quality
<http://www.yso.fi/onto/yso/p4471>	irrigation methods
<http://www.yso.fi/onto/yso/p1733>	tabulation
<http://www.yso.fi/onto/yso/p29748>	paralipsis
<http://www.yso.fi/onto/yso/p3093>	adapted physical activity
<http://www.yso.fi/onto/yso/p12985>	immanence
<http://www.yso.fi/onto/yso/p28289>	Ilovaarirock
<http://www.yso.fi/onto/yso/p38166>	portals (architecture)
<http://www.yso.fi/onto/yso/p9163>	Bachelors of Science (Economics and Business Administration)
<http://www.yso.fi/onto/yso/p8943>	telematics
<http://www.yso.fi/onto/yso/p14124>	ornithology
<http://www.yso.fi/onto/yso/p14618>	selection cutting
<http://www.yso.fi/onto/yso/p128910>	Morawica, Świętokrzyskie Voivodeship
<http://www.yso.fi/onto/yso/p21114>	anthroposophic medicine
<http://www.yso.fi/onto/yso/p28129>	galactic halos
<http://www.yso.fi/onto/yso/p27952>	private labels
<http://www.yso.fi/onto/yso/p24168>	duckboards
<http://www.yso.fi/onto/yso/p992>	substructures (constructions)
<http://www.yso.fi/onto/yso/p13630>	Syngnathiformes
<http://www.yso.fi/onto/yso/p9205>	Kawasaki disease
<http://www.yso.fi/onto/yso/p30223>	stromal cells
<http://www.yso.fi/onto/yso/p11654>	Morse code
<http://www.yso.fi/onto/yso/p15042>	waxing
<http://www.yso.fi/onto/yso/p4895>	tariffs
<http://www.yso.fi/onto/yso/p5496>	biodiversity
<http://www.yso.fi/onto/yso/p29931>	ghazal
<http://www.yso.fi/onto/yso/p3388>	basic level education
<http://www.yso.fi/onto/yso/p196766>	Aegean Sea
<http://www.yso.fi/onto/yso/p29766>	diegesis
<http://www.yso.fi/onto/yso/p530>	occultism
<http://www.yso.fi/onto/yso/p19581>	symphony orchestras
<http://www.yso.fi/onto/yso/p10903>	serial stories
<http://www.yso.fi/onto/yso/p106723>	Ontojärvi – Nurmesjärvi
<http://www.yso.fi/onto/yso/p28130>	inflammasomes
<http://www.yso.fi/onto/yso/p5987>	Hypericaceae
<http://www.yso.fi/onto/yso/p5137>	paging systems
<http://www.yso.fi/onto/yso/p6329>	experimental psychology
<http://www.yso.fi/onto/yso/p11333>	accordion
<http://www.yso.fi/onto/yso/p16272>	heat consumption
<http://www.yso.fi/onto/yso/p25072>	railroad ties
<http://www.yso.fi/onto/yso/p16570>	4-H clubs
<http://www.yso.fi/onto/yso/p124008>	Old Vaasa
<http://www.yso.fi/onto/yso/p13682>	plywood
<http://www.yso.fi/onto/yso/p94279>	Larsmo
<http://www.yso.fi/onto/yso/p15817>	ice dancing
<http://www.yso.fi/onto/yso/p165699>	Piteå
<http://www.yso.fi/onto/yso/p109887>	Olonets
<http://www.yso.fi/onto/yso/p1411>	sprigs
<http://www.yso.fi/onto/yso/p15496>	Salmonella bacteria
<http://www.yso.fi/onto/yso/p29958>	melodica
<http://www.yso.fi/onto/yso/p38121>	oak
<http://www.yso.fi/onto/yso/p111217>	Kolho
<http://www.yso.fi/onto/yso/p12393>	controlled corporations
<http://www.yso.fi/onto/yso/p3464>	cartridges
<http://www.yso.fi/onto/yso/p22596>	congenital nephrotic syndrome
<http://www.yso.fi/onto/yso/p105298>	Velkua
<http://www.yso.fi/onto/yso/p14732>	competition administration
<http://www.yso.fi/onto/yso/p10988>	nitrogen
<http://www.yso.fi/onto/yso/p15173>	paid labourers
<http://www.yso.fi/onto/yso/p16539>	electric circuits
<http://www.yso.fi/onto/yso/p20977>	Kerry blue terrier
<http://www.yso.fi/onto/yso/p14459>	Tungusic languages
<http://www.yso.fi/onto/yso/p21089>	hydrography
<http://www.yso.fi/onto/yso/p105398>	Arctic Ocean
<http://www.yso.fi/onto/yso/p25758>	Ubuntu
<http://www.yso.fi/onto/yso/p15404>	tax rate
<http://www.yso.fi/onto/yso/p14321>	rescue equipment
<http://www.yso.fi/onto/yso/p15012>	international family law
<http://www.yso.fi/onto/yso/p21676>	cyclodextrins
<http://www.yso.fi/onto/yso/p13517>	stem cells
<http://www.yso.fi/onto/yso/p5062>	animal worship
<http://www.yso.fi/onto/yso/p10909>	privacy
<http://www.yso.fi/onto/yso/p29509>	airmail
<http://www.yso.fi/onto/yso/p11452>	birth rate
<http://www.yso.fi/onto/yso/p6608>	falsification
<http://www.yso.fi/onto/yso/p21225>	externalism
<http://www.yso.fi/onto/yso/p22874>	visual arts
<http://www.yso.fi/onto/yso/p26248>	herding
<http://www.yso.fi/onto/yso/p18659>	viili
<http://www.yso.fi/onto/yso/p9029>	dosage
<http://www.yso.fi/onto/yso/p928>	gender roles
<http://www.yso.fi/onto/yso/p17765>	FOLLOW
<http://www.yso.fi/onto/yso/p28737>	special support
<http://www.yso.fi/onto/yso/p18658>	service strategies
<http://www.yso.fi/onto/yso/p109165>	Tiirismaa
<http://www.yso.fi/onto/yso/p28298>	eyeglass frames
<http://www.yso.fi/onto/yso/p16449>	youth associations
<http://www.yso.fi/onto/yso/p15478>	international social law
<http://www.yso.fi/onto/yso/p14901>	water use
<http://www.yso.fi/onto/yso/p29145>	Battle of Gettysburg
<http://www.yso.fi/onto/yso/p2180>	waste utilisation
<http://www.yso.fi/onto/yso/p14939>	flight security
<http://www.yso.fi/onto/yso/p8045>	strain on the water system
<http://www.yso.fi/onto/yso/p22698>	chitin
<http://www.yso.fi/onto/yso/p11902>	organic chemistry
<http://www.yso.fi/onto/yso/p13080>	downy mildew diseases
<http://www.yso.fi/onto/yso/p12377>	techno music
<http://www.yso.fi/onto/yso/p5033>	automatic milking
<http://www.yso.fi/onto/yso/p5276>	Ethernet
<http://www.yso.fi/onto/yso/p6356>	full employment
<http://www.yso.fi/onto/yso/p12132>	fallow deer
<http://www.yso.fi/onto/yso/p94260>	Laukaa
<http://www.yso.fi/onto/yso/p38262>	upper comprehensive school pupils
<http://www.yso.fi/onto/yso/p9696>	health care expenses
<http://www.yso.fi/onto/yso/p18935>	relay intercropping
<http://www.yso.fi/onto/yso/p9528>	DOS
<http://www.yso.fi/onto/yso/p108661>	Greater Antilles
<http://www.yso.fi/onto/yso/p20519>	war correspondents
<http://www.yso.fi/onto/yso/p20177>	principal lecturers
<http://www.yso.fi/onto/yso/p683>	Ancient Greek language
<http://www.yso.fi/onto/yso/p21052>	organotin compounds
<http://www.yso.fi/onto/yso/p29493>	smart grids
<http://www.yso.fi/onto/yso/p14328>	environmental rehabilitation
<http://www.yso.fi/onto/yso/p4711>	technical surveillance
<http://www.yso.fi/onto/yso/p5393>	atmosphere (earth)
<http://www.yso.fi/onto/yso/p27513>	kitesurfing
<http://www.yso.fi/onto/yso/p13232>	mushroom dyeing
<http://www.yso.fi/onto/yso/p12888>	sulphide ores
<http://www.yso.fi/onto/yso/p18958>	European Social Charter
<http://www.yso.fi/onto/yso/p20762>	renewable energy sources
<http://www.yso.fi/onto/yso/p115>	mental properties
<http://www.yso.fi/onto/yso/p3090>	social insurance
<http://www.yso.fi/onto/yso/p10307>	flute instruments
<http://www.yso.fi/onto/yso/p209299>	Levänluhta
<http://www.yso.fi/onto/yso/p190733>	Patola
<http://www.yso.fi/onto/yso/p5982>	areas of influence
<http://www.yso.fi/onto/yso/p3604>	conveyors and carriers
<http://www.yso.fi/onto/yso/p9110>	seat farms
<http://www.yso.fi/onto/yso/p22979>	screening procedure
<http://www.yso.fi/onto/yso/p1371>	nature reserves
<http://www.yso.fi/onto/yso/p5832>	saints
<http://www.yso.fi/onto/yso/p29094>	brownies
<http://www.yso.fi/onto/yso/p106273>	Lintulampi
<http://www.yso.fi/onto/yso/p1364>	broadsides
<http://www.yso.fi/onto/yso/p4001>	communications sector organisations
<http://www.yso.fi/onto/yso/p2273>	spitz dogs
<http://www.yso.fi/onto/yso/p20149>	CADS
<http://www.yso.fi/onto/yso/p12647>	Precambrian era
<http://www.yso.fi/onto/yso/p28195>	judicial objects
<http://www.yso.fi/onto/yso/p15939>	parking
<http://www.yso.fi/onto/yso/p18341>	kindness
<http://www.yso.fi/onto/yso/p162379>	Aldabra
<http://www.yso.fi/onto/yso/p13021>	adenosine triphosphate
<http://www.yso.fi/onto/yso/p20321>	hand printing
<http://www.yso.fi/onto/yso/p38126>	culverts
<http://www.yso.fi/onto/yso/p29203>	Yakut language literature
<http://www.yso.fi/onto/yso/p20010>	virtual universities
<http://www.yso.fi/onto/yso/p14586>	electronic identity cards
<http://www.yso.fi/onto/yso/p21236>	cooling
<http://www.yso.fi/onto/yso/p12279>	mothers
<http://www.yso.fi/onto/yso/p23429>	sequence analysis
<http://www.yso.fi/onto/yso/p8687>	land areas
<http://www.yso.fi/onto/yso/p23095>	personification
<http://www.yso.fi/onto/yso/p21687>	accident investigation
<http://www.yso.fi/onto/yso/p17793>	bounties (hunting)
<http://www.yso.fi/onto/yso/p10886>	intoxicants
<http://www.yso.fi/onto/yso/p3070>	utility models
<http://www.yso.fi/onto/yso/p14761>	special tree species
<http://www.yso.fi/onto/yso/p15637>	clearance sale
<http://www.yso.fi/onto/yso/p28286>	team principals (motor sports)
<http://www.yso.fi/onto/yso/p14712>	sanctification
<http://www.yso.fi/onto/yso/p9699>	research on local geography and history
<http://www.yso.fi/onto/yso/p9715>	sumo
<http://www.yso.fi/onto/yso/p11455>	profiling
<http://www.yso.fi/onto/yso/p11398>	shares
<http://www.yso.fi/onto/yso/p94463>	Uusikaupunki
<http://www.yso.fi/onto/yso/p18738>	literary magazines
<http://www.yso.fi/onto/yso/p20311>	daytime work
<http://www.yso.fi/onto/yso/p14531>	Windows 95
<http://www.yso.fi/onto/yso/p25216>	multi-art
<http://www.yso.fi/onto/yso/p14350>	Proterozoic
<http://www.yso.fi/onto/yso/p1909>	passeriformes
<http://www.yso.fi/onto/yso/p24094>	annotation
<http://www.yso.fi/onto/yso/p17915>	Kali turgida
<http://www.yso.fi/onto/yso/p267>	self image
<http://www.yso.fi/onto/yso/p6063>	student movements
<http://www.yso.fi/onto/yso/p10789>	jewellery
<http://www.yso.fi/onto/yso/p17499>	Presentations (computer programmes)
<http://www.yso.fi/onto/yso/p27180>	complement system
<http://www.yso.fi/onto/yso/p11963>	humus
<http://www.yso.fi/onto/yso/p20141>	Kemin pirtti
<http://www.yso.fi/onto/yso/p27094>	prayer to Azazel
<http://www.yso.fi/onto/yso/p18194>	Eastern culture
<http://www.yso.fi/onto/yso/p6554>	lava
<http://www.yso.fi/onto/yso/p212781>	Aberdeen
<http://www.yso.fi/onto/yso/p22146>	double agents
<http://www.yso.fi/onto/yso/p28596>	television actors
<http://www.yso.fi/onto/yso/p6700>	consumer credits
<http://www.yso.fi/onto/yso/p2495>	advocates (lawyers)
<http://www.yso.fi/onto/yso/p24595>	Lhomi people
<http://www.yso.fi/onto/yso/p17014>	pole vaulters
<http://www.yso.fi/onto/yso/p22164>	virtuality
<http://www.yso.fi/onto/yso/p27864>	tykkimyssyt
<http://www.yso.fi/onto/yso/p30049>	soukous
<http://www.yso.fi/onto/yso/p2431>	pensioners
<http://www.yso.fi/onto/yso/p5757>	Joint Declaration on the Doctrine of Justification
<http://www.yso.fi/onto/yso/p15487>	banking sector
